billing_id,customer_id,bill_date,revenue_amount
B002335,C0596,2025-08-09,18622
B002336,C0596,2025-06-15,8522
B002337,C0596,2024-06-15,12494
B002338,C0596,2025-04-23,7806
B002339,C0596,2024-05-15,497
B002340,C0597,2025-11-29,8991
B002341,C0597,2024-03-28,8189
B002342,C0597,2025-07-09,9693
B002343,C0597,2024-12-11,18713
B002344,C0598,2024-02-09,8987
B002345,C0598,2025-01-05,8806
B002346,C0598,2025-11-06,8208
B002347,C0598,2025-10-30,19922
B002348,C0598,2024-01-13,4073
B002349,C0599,2025-08-05,10518
B002350,C0599,2024-09-27,5858
B002351,C0599,2025-03-30,15162
B002352,C0599,2024-01-18,14414
B002353,C0600,2025-04-22,1212
B002354,C0600,2025-01-02,15735
B002355,C0601,2024-08-11,13389
B002356,C0601,2024-02-29,18991
B002357,C0601,2024-03-22,9058
B002358,C0601,2025-09-16,18069
B002359,C0601,2024-11-17,2098
B002360,C0601,2025-03-27,5891
B002361,C0602,2024-10-09,8504
B002362,C0602,2025-05-21,4168
B002363,C0602,2024-08-20,5717
B002364,C0602,2024-05-30,1624
B002365,C0603,2024-04-27,1261
B002366,C0603,2024-07-07,16604
B002367,C0603,2025-03-26,19001
B002368,C0604,2024-02-12,18134
B002369,C0604,2024-08-21,1992
B002370,C0604,2024-09-22,8435
B002371,C0604,2024-01-17,11578
B002372,C0605,2024-02-15,19679
B002373,C0605,2024-08-28,11459
B002374,C0605,2024-04-21,2538
B002375,C0605,2025-06-03,14542
B002376,C0605,2024-04-25,16745
B002377,C0605,2024-03-20,7765
B002378,C0606,2024-11-29,18689
B002379,C0606,2025-01-15,13630
B002380,C0606,2024-03-14,13974
B002381,C0607,2024-05-26,809
B002382,C0607,2024-11-30,19889
B002383,C0607,2025-01-03,10976
B002384,C0607,2025-02-21,12278
B002385,C0608,2024-10-28,1020
B002386,C0608,2024-06-13,12068
B002387,C0608,2024-02-15,9531
B002388,C0608,2024-06-02,19373
B002389,C0608,2024-01-27,3481
B002390,C0609,2024-08-04,10259
B002391,C0609,2025-06-07,16652
B002392,C0609,2025-08-18,11273
B002393,C0609,2024-08-08,12413
B002394,C0609,2025-08-19,1068
B002395,C0609,2025-11-03,4917
B002396,C0610,2025-10-26,2570
B002397,C0610,2024-03-20,7359
B002398,C0610,2025-08-01,16498
B002399,C0610,2025-08-11,17964
B002400,C0610,2025-03-04,17660
B002401,C0611,2025-06-24,1685
B002402,C0611,2025-09-13,15477
B002403,C0612,2025-06-16,14451
B002404,C0612,2024-11-20,8820
B002405,C0612,2024-07-18,18849
B002406,C0612,2024-10-27,7996
B002407,C0612,2024-12-02,7965
B002408,C0612,2025-01-05,7565
B002409,C0613,2024-11-18,3781
B002410,C0613,2025-12-10,7898
B002411,C0613,2025-03-31,13432
B002412,C0613,2025-01-05,2611
B002413,C0613,2024-12-26,18365
B002414,C0614,2024-03-19,11871
B002415,C0614,2025-10-31,15864
B002416,C0614,2025-09-11,7548
B002417,C0614,2025-04-04,13724
B002418,C0614,2024-08-23,18656
B002419,C0614,2024-05-08,17616
B002420,C0615,2025-02-21,19161
B002421,C0615,2025-11-12,4526
B002422,C0615,2025-09-12,8528
B002423,C0616,2024-12-15,10284
B002424,C0616,2024-04-30,2670
B002425,C0616,2025-02-22,13796
B002426,C0616,2025-06-01,4862
B002427,C0617,2025-05-21,6491
B002428,C0617,2024-07-03,14878
B002429,C0617,2024-01-16,5464
B002430,C0617,2024-05-03,13717
B002431,C0617,2024-09-26,18172
B002432,C0617,2025-12-29,15396
B002433,C0618,2024-05-09,1116
B002434,C0618,2025-03-17,784
B002435,C0619,2024-03-15,4337
B002436,C0619,2025-06-11,17344
B002437,C0619,2025-02-01,13839
B002438,C0620,2024-05-10,13183
B002439,C0620,2025-12-14,18249
B002440,C0620,2024-09-04,9613
B002441,C0620,2024-05-01,11036
B002442,C0621,2025-08-28,19947
B002443,C0621,2025-09-23,3531
B002444,C0621,2024-02-16,2416
B002445,C0621,2024-12-29,14709
B002446,C0622,2025-10-07,14737
B002447,C0622,2025-03-22,9479
B002448,C0622,2025-05-03,4410
B002449,C0622,2024-07-06,19318
B002450,C0622,2025-06-05,2745
B002451,C0623,2024-01-08,19449
B002452,C0623,2025-08-30,12120
B002453,C0623,2025-11-21,14861
B002454,C0624,2024-11-24,14371
B002455,C0624,2024-06-29,16668
B002456,C0624,2025-08-25,9152
B002457,C0624,2024-04-09,7610
B002458,C0624,2024-10-31,16164
B002459,C0625,2024-02-19,18485
B002460,C0625,2025-06-14,17209
B002461,C0625,2025-08-16,16653
B002462,C0625,2025-03-12,9347
B002463,C0626,2025-01-28,10439
B002464,C0626,2024-07-01,4692
B002465,C0626,2024-02-12,6903
B002466,C0626,2025-03-16,17011
B002467,C0627,2025-08-11,10301
B002468,C0627,2024-04-11,11381
B002469,C0627,2024-10-18,5426
B002470,C0627,2024-05-01,9432
B002471,C0628,2025-05-13,14382
B002472,C0628,2024-08-17,5548
B002473,C0628,2024-10-22,8500
B002474,C0628,2025-09-12,3477
B002475,C0629,2025-11-13,9130
B002476,C0629,2024-05-24,3144
B002477,C0629,2024-07-30,18093
B002478,C0630,2024-06-21,896
B002479,C0630,2025-09-04,1302
B002480,C0630,2025-07-06,17626
B002481,C0630,2024-07-18,218
B002482,C0630,2025-05-15,844
B002483,C0630,2025-01-13,6656
B002484,C0631,2025-08-07,13975
B002485,C0631,2025-03-31,17068
B002486,C0631,2024-05-09,14871
B002487,C0631,2024-10-29,3591
B002488,C0632,2025-03-31,14164
B002489,C0632,2025-05-20,8619
B002490,C0633,2024-05-20,9124
B002491,C0633,2025-11-15,3816
B002492,C0634,2024-03-21,7288
B002493,C0634,2024-03-17,10718
B002494,C0634,2024-06-09,16615
B002495,C0634,2024-12-09,9047
B002496,C0635,2025-10-07,16804
B002497,C0635,2025-11-19,2427
B002498,C0635,2025-12-24,10315
B002499,C0635,2024-02-09,14200
B002500,C0635,2024-04-12,17081
B002501,C0636,2024-07-13,18290
B002502,C0636,2025-11-07,1167
B002503,C0636,2025-10-11,261
B002504,C0636,2024-09-08,4485
B002505,C0637,2025-01-20,7215
B002506,C0637,2025-11-20,6411
B002507,C0637,2024-09-28,15404
B002508,C0637,2024-06-04,15876
B002509,C0637,2024-07-10,16276
B002510,C0637,2024-10-16,4318
B002511,C0638,2025-10-12,2906
B002512,C0638,2025-06-12,7018
B002513,C0638,2024-01-04,14231
B002514,C0639,2025-05-17,18275
B002515,C0639,2025-09-17,6833
B002516,C0640,2024-02-09,13702
B002517,C0640,2025-12-05,8620
B002518,C0640,2025-09-20,12461
B002519,C0641,2024-08-28,11426
B002520,C0641,2025-05-10,17382
B002521,C0641,2025-11-03,5900
B002522,C0641,2024-11-03,7598
B002523,C0641,2024-10-26,15894
B002524,C0641,2025-05-16,12851
B002525,C0642,2024-12-31,17806
B002526,C0642,2025-05-07,9680
B002527,C0642,2024-04-08,7173
B002528,C0642,2024-04-25,9413
B002529,C0642,2025-03-05,14652
B002530,C0642,2024-11-29,8106
B002531,C0643,2024-04-28,5773
B002532,C0643,2025-04-20,10449
B002533,C0643,2025-11-07,3720
B002534,C0643,2024-12-21,13044
B002535,C0643,2025-12-22,4196
B002536,C0644,2025-05-15,19695
B002537,C0644,2025-02-25,7695
B002538,C0644,2024-01-30,9533
B002539,C0644,2024-10-01,16629
B002540,C0644,2024-08-08,13402
B002541,C0645,2025-07-29,10590
B002542,C0645,2024-09-24,10407
B002543,C0646,2025-02-04,14481
B002544,C0646,2025-03-11,13063
B002545,C0646,2024-09-23,1790
B002546,C0646,2024-10-01,15909
B002547,C0646,2024-08-12,11135
B002548,C0647,2024-11-11,14668
B002549,C0647,2025-02-23,7251
B002550,C0648,2024-06-19,17564
B002551,C0648,2024-07-30,3614
B002552,C0648,2025-09-20,10803
B002553,C0648,2024-05-12,19823
B002554,C0648,2025-07-06,652
B002555,C0648,2024-01-22,12425
B002556,C0649,2025-12-22,10921
B002557,C0649,2024-12-27,18117
B002558,C0650,2025-11-01,1612
B002559,C0650,2025-06-15,6896
B002560,C0651,2025-07-02,6502
B002561,C0651,2024-06-09,17553
B002562,C0651,2025-02-09,7514
B002563,C0651,2024-10-24,5288
B002564,C0652,2024-12-05,13546
B002565,C0652,2024-08-08,18119
B002566,C0652,2024-09-11,446
B002567,C0652,2024-02-06,656
B002568,C0653,2024-04-14,16433
B002569,C0653,2025-02-11,15889
B002570,C0653,2024-02-13,5142
B002571,C0653,2024-10-16,9878
B002572,C0653,2024-01-25,7536
B002573,C0653,2025-10-08,8103
B002574,C0654,2024-10-05,4051
B002575,C0654,2025-01-21,13131
B002576,C0655,2024-10-03,2782
B002577,C0655,2024-03-19,2421
B002578,C0655,2025-05-31,13611
B002579,C0656,2024-01-16,17750
B002580,C0656,2025-09-11,4975
B002581,C0657,2025-08-25,12816
B002582,C0657,2024-07-17,19847
B002583,C0658,2024-11-27,13931
B002584,C0658,2025-06-08,767
B002585,C0658,2024-11-05,8980
B002586,C0658,2025-04-14,6640
B002587,C0659,2024-09-27,18880
B002588,C0659,2025-04-27,12339
B002589,C0660,2025-03-15,3049
B002590,C0660,2024-08-15,13314
B002591,C0660,2025-07-28,9127
B002592,C0660,2025-05-09,9319
B002593,C0661,2025-06-02,8015
B002594,C0661,2025-01-26,564
B002595,C0661,2025-05-23,12898
B002596,C0661,2025-01-16,17910
B002597,C0661,2024-04-20,14819
B002598,C0661,2024-08-17,18935
B002599,C0662,2025-02-10,7605
B002600,C0662,2025-04-02,12118
B002601,C0663,2025-07-30,3570
B002602,C0663,2025-10-20,10178
B002603,C0663,2024-12-06,4711
B002604,C0663,2025-10-07,2740
B002605,C0663,2024-04-07,18379
B002606,C0664,2024-07-31,16050
B002607,C0664,2025-08-30,8190
B002608,C0664,2024-03-26,4631
B002609,C0665,2025-09-23,15516
B002610,C0665,2025-06-19,18567
B002611,C0665,2024-08-26,1931
B002612,C0665,2025-05-20,8258
B002613,C0665,2025-02-25,10205
B002614,C0666,2024-06-03,1196
B002615,C0666,2024-11-25,18524
B002616,C0666,2025-09-05,13321
B002617,C0666,2024-01-06,8786
B002618,C0667,2025-07-29,16014
B002619,C0667,2025-07-12,16377
B002620,C0667,2024-11-16,7724
B002621,C0668,2025-04-17,15826
B002622,C0668,2025-06-10,18179
B002623,C0668,2024-03-24,3442
B002624,C0668,2025-03-11,2539
B002625,C0669,2024-05-10,446
B002626,C0669,2024-06-14,17037
B002627,C0669,2024-05-04,5445
B002628,C0669,2024-07-21,14339
B002629,C0669,2024-04-26,1279
B002630,C0670,2025-05-22,5594
B002631,C0670,2025-10-03,17189
B002632,C0670,2025-05-13,4583
B002633,C0670,2025-07-14,13701
B002634,C0670,2025-02-12,303
B002635,C0671,2024-04-30,14269
B002636,C0671,2024-10-28,8883
B002637,C0671,2025-06-19,10563
B002638,C0671,2025-09-21,12177
B002639,C0672,2025-10-27,5437
B002640,C0672,2024-05-24,9509
B002641,C0672,2025-06-19,6699
B002642,C0672,2025-09-20,12165
B002643,C0672,2025-06-15,19808
B002644,C0672,2024-09-14,15470
B002645,C0673,2024-08-03,10819
B002646,C0673,2024-05-18,5381
B002647,C0673,2025-06-20,15527
B002648,C0673,2024-01-11,10410
B002649,C0673,2025-03-02,5872
B002650,C0674,2025-04-26,2197
B002651,C0674,2024-01-06,10218
B002652,C0674,2025-12-19,6149
B002653,C0675,2025-12-11,3075
B002654,C0675,2025-07-04,15027
B002655,C0675,2024-12-04,3103
B002656,C0676,2025-10-01,15358
B002657,C0676,2025-08-31,5126
B002658,C0677,2024-12-24,18322
B002659,C0677,2024-08-19,11303
B002660,C0678,2024-07-16,8997
B002661,C0678,2024-10-18,13964
B002662,C0679,2024-11-09,12034
B002663,C0679,2025-10-01,13214
B002664,C0679,2024-09-17,18386
B002665,C0679,2025-07-08,6638
B002666,C0679,2024-03-20,19419
B002667,C0679,2024-06-05,3374
B002668,C0680,2024-10-13,5843
B002669,C0680,2024-09-26,18470
B002670,C0680,2024-04-14,4151
B002671,C0681,2025-08-24,12548
B002672,C0681,2024-12-04,18863
B002673,C0681,2025-08-29,19817
B002674,C0681,2024-10-10,15512
B002675,C0681,2024-08-02,5508
B002676,C0681,2024-01-03,7596
B002677,C0682,2024-04-03,4800
B002678,C0682,2024-05-26,5400
B002679,C0682,2025-05-01,8
B002680,C0683,2024-03-20,1710
B002681,C0683,2024-05-20,16767
B002682,C0683,2025-03-26,13939
B002683,C0683,2025-11-11,15456
B002684,C0684,2024-11-05,16396
B002685,C0684,2024-04-30,7889
B002686,C0684,2025-07-27,12885
B002687,C0684,2025-01-21,12633
B002688,C0685,2024-12-29,10215
B002689,C0685,2025-06-18,10386
B002690,C0685,2025-06-27,2562
B002691,C0685,2025-09-11,7009
B002692,C0685,2024-06-19,9100
B002693,C0686,2025-03-23,18366
B002694,C0686,2025-03-28,16059
B002695,C0686,2025-12-12,8209
B002696,C0687,2025-07-25,14267
B002697,C0687,2025-10-29,11409
B002698,C0688,2024-01-26,11982
B002699,C0688,2025-04-22,11337
B002700,C0688,2025-03-10,7005
B002701,C0689,2025-07-27,6258
B002702,C0689,2025-01-26,12261
B002703,C0689,2024-07-02,349
B002704,C0689,2024-07-19,14486
B002705,C0689,2025-01-04,17236
B002706,C0689,2024-07-18,183
B002707,C0690,2024-11-13,10762
B002708,C0690,2024-04-06,12087
B002709,C0690,2024-09-16,16475
B002710,C0690,2024-01-14,19882
B002711,C0690,2024-10-06,1098
B002712,C0690,2025-10-24,9009
B002713,C0691,2025-02-11,1439
B002714,C0691,2025-12-13,8291
B002715,C0691,2024-10-07,1875
B002716,C0691,2025-08-08,997
B002717,C0691,2025-04-27,19908
B002718,C0692,2025-05-17,5694
B002719,C0692,2025-04-29,17877
B002720,C0692,2024-04-16,1251
B002721,C0692,2025-01-13,944
B002722,C0692,2025-09-19,5019
B002723,C0693,2024-05-14,2713
B002724,C0693,2025-03-05,3913
B002725,C0693,2024-02-27,14528
B002726,C0694,2024-11-17,3194
B002727,C0694,2025-07-11,9092
B002728,C0695,2025-11-01,546
B002729,C0695,2024-12-06,10370
B002730,C0695,2025-12-27,5544
B002731,C0696,2025-01-10,16919
B002732,C0696,2024-01-15,13211
B002733,C0696,2025-03-02,2014
B002734,C0696,2024-03-07,6322
B002735,C0696,2025-05-28,4833
B002736,C0696,2024-09-30,2751
B002737,C0697,2025-03-30,1458
B002738,C0697,2024-10-09,19940
B002739,C0697,2024-07-22,16563
B002740,C0698,2024-06-26,105
B002741,C0698,2024-11-14,8970
B002742,C0698,2025-07-28,11491
B002743,C0698,2024-04-30,11188
B002744,C0698,2025-04-22,18617
B002745,C0699,2025-08-02,15171
B002746,C0699,2024-03-31,3809
B002747,C0700,2024-07-05,2831
B002748,C0700,2024-07-09,10403
B002749,C0701,2025-10-03,658
B002750,C0701,2024-06-22,342
B002751,C0701,2024-08-10,12272
B002752,C0701,2025-04-16,2663
B002753,C0701,2024-09-09,10085
B002754,C0701,2025-11-28,6261
B002755,C0702,2024-11-13,1747
B002756,C0702,2025-01-23,9406
B002757,C0702,2024-07-01,9141
B002758,C0703,2025-08-01,10339
B002759,C0703,2025-02-27,7404
B002760,C0703,2024-07-11,8939
B002761,C0704,2024-06-30,9664
B002762,C0704,2024-09-22,14404
B002763,C0704,2024-09-27,3028
B002764,C0705,2024-12-29,18962
B002765,C0705,2025-01-07,11431
B002766,C0705,2025-10-19,17139
B002767,C0705,2025-04-05,5586
B002768,C0705,2024-02-07,19176
B002769,C0706,2024-06-08,17627
B002770,C0706,2025-08-05,6902
B002771,C0706,2025-12-20,14216
B002772,C0706,2024-12-21,9459
B002773,C0706,2024-07-31,11212
B002774,C0707,2025-07-18,8812
B002775,C0707,2024-04-02,16818
B002776,C0707,2024-08-03,8461
B002777,C0707,2024-08-11,15325
B002778,C0707,2024-09-24,1030
B002779,C0707,2024-04-28,16942
B002780,C0708,2025-05-01,4581
B002781,C0708,2025-04-23,19228
B002782,C0708,2024-11-26,12198
B002783,C0709,2025-01-21,19280
B002784,C0709,2024-02-04,10563
B002785,C0709,2025-12-19,3427
B002786,C0709,2025-10-06,11759
B002787,C0709,2024-01-09,5201
B002788,C0709,2025-03-07,15581
B002789,C0710,2024-12-10,3283
B002790,C0710,2024-07-10,11731
B002791,C0710,2024-11-09,5332
B002792,C0710,2025-04-23,17916
B002793,C0711,2024-01-23,14385
B002794,C0711,2025-09-23,14956
B002795,C0711,2025-08-30,18873
B002796,C0712,2025-02-12,15518
B002797,C0712,2024-09-06,8276
B002798,C0712,2025-01-17,19691
B002799,C0712,2024-12-11,15812
B002800,C0712,2025-11-25,13144
B002801,C0713,2024-02-11,7677
B002802,C0713,2025-06-03,3534
B002803,C0713,2025-03-07,13955
B002804,C0713,2024-10-02,18923
B002805,C0714,2025-08-30,935
B002806,C0714,2024-06-16,16783
B002807,C0714,2024-06-19,9849
B002808,C0714,2025-09-03,17173
B002809,C0714,2024-07-22,18611
B002810,C0715,2024-05-13,10916
B002811,C0715,2024-02-25,2962
B002812,C0715,2024-11-12,4635
B002813,C0716,2025-04-14,12975
B002814,C0716,2024-06-18,15092
B002815,C0716,2024-01-01,4832
B002816,C0716,2024-07-24,5638
B002817,C0717,2024-11-10,2633
B002818,C0717,2024-07-08,7739
B002819,C0717,2024-07-27,14304
B002820,C0717,2024-04-02,8019
B002821,C0718,2025-12-02,18197
B002822,C0718,2025-01-18,162
B002823,C0718,2025-05-03,5220
B002824,C0719,2024-04-12,15427
B002825,C0719,2025-07-17,12912
B002826,C0719,2025-12-16,6962
B002827,C0719,2025-04-28,12330
B002828,C0720,2025-12-24,7954
B002829,C0720,2024-04-08,12700
B002830,C0720,2024-05-11,10431
B002831,C0720,2024-05-16,13103
B002832,C0720,2024-11-30,9279
B002833,C0721,2025-09-03,12905
B002834,C0721,2025-06-30,2348
B002835,C0721,2024-12-21,16000
B002836,C0721,2025-11-16,19216
B002837,C0721,2024-01-28,7264
B002838,C0722,2024-07-01,7705
B002839,C0722,2025-01-12,11871
B002840,C0722,2024-12-14,16431
B002841,C0722,2024-01-02,19633
B002842,C0722,2025-02-11,2531
B002843,C0722,2025-10-23,7539
B002844,C0723,2025-05-26,6159
B002845,C0723,2024-02-15,6921
B002846,C0723,2024-11-05,14267
B002847,C0724,2024-12-13,12585
B002848,C0724,2025-10-31,5894
B002849,C0725,2024-06-03,9337
B002850,C0725,2024-11-14,12675
B002851,C0725,2025-11-22,15750
B002852,C0725,2024-02-05,8553
B002853,C0725,2025-03-07,5882
B002854,C0726,2025-02-11,16952
B002855,C0726,2024-04-18,15234
B002856,C0726,2024-03-25,11347
B002857,C0727,2025-11-02,13253
B002858,C0727,2024-01-13,5271
B002859,C0728,2024-05-11,18831
B002860,C0728,2025-06-03,12582
B002861,C0728,2025-12-03,14899
B002862,C0728,2024-01-12,15929
B002863,C0729,2025-03-08,1786
B002864,C0729,2024-11-06,13925
B002865,C0729,2024-09-21,3799
B002866,C0729,2025-09-10,14754
B002867,C0729,2025-05-29,12216
B002868,C0730,2025-12-30,10979
B002869,C0730,2025-07-01,11955
B002870,C0730,2024-04-24,5860
B002871,C0730,2025-03-10,17423
B002872,C0730,2025-01-27,2621
B002873,C0731,2024-01-08,11046
B002874,C0731,2025-12-25,19338
B002875,C0731,2024-09-21,6475
B002876,C0732,2025-09-21,14909
B002877,C0732,2025-03-21,1590
B002878,C0732,2025-04-20,9231
B002879,C0732,2024-02-10,3982
B002880,C0732,2025-05-16,15081
B002881,C0732,2025-01-10,1640
B002882,C0733,2025-12-03,12101
B002883,C0733,2024-09-15,13949
B002884,C0733,2024-12-11,9704
B002885,C0733,2024-01-25,17784
B002886,C0733,2024-09-30,5856
B002887,C0733,2024-10-27,11694
B002888,C0734,2024-01-18,14639
B002889,C0734,2024-11-28,9754
B002890,C0734,2025-10-13,1167
B002891,C0734,2025-09-02,3659
B002892,C0734,2024-12-31,1199
B002893,C0735,2025-02-09,8147
B002894,C0735,2024-06-28,2754
B002895,C0735,2025-07-01,3098
B002896,C0735,2024-05-09,4739
B002897,C0735,2025-10-10,16169
B002898,C0735,2025-03-17,9001
B002899,C0736,2025-04-14,7998
B002900,C0736,2025-06-20,18647
B002901,C0736,2025-04-14,1331
B002902,C0736,2024-03-19,10701
B002903,C0737,2024-02-09,4808
B002904,C0737,2025-09-15,3313
B002905,C0737,2025-01-26,16797
B002906,C0737,2024-03-21,11068
B002907,C0738,2025-03-08,13131
B002908,C0738,2024-01-23,6027
B002909,C0738,2024-09-20,2597
B002910,C0738,2025-03-19,3815
B002911,C0739,2025-08-07,8551
B002912,C0739,2024-11-06,16844
B002913,C0739,2025-07-06,7987
B002914,C0740,2025-01-18,18787
B002915,C0740,2025-04-29,7051
B002916,C0741,2024-10-08,6085
B002917,C0741,2024-10-10,16435
B002918,C0741,2025-11-18,1498
B002919,C0741,2025-09-11,13063
B002920,C0741,2024-07-04,9336
B002921,C0742,2024-01-06,13342
B002922,C0742,2024-07-31,613
B002923,C0742,2025-02-28,4252
B002924,C0742,2024-10-08,8750
B002925,C0743,2025-09-05,10425
B002926,C0743,2024-04-09,7252
B002927,C0743,2024-08-18,592
B002928,C0743,2025-12-27,10636
B002929,C0743,2024-08-14,2088
B002930,C0744,2024-10-21,19966
B002931,C0744,2025-04-16,19264
B002932,C0744,2025-03-06,19504
B002933,C0744,2024-12-02,17742
B002934,C0744,2025-02-02,15584
B002935,C0744,2025-07-25,411
B002936,C0745,2024-12-14,10474
B002937,C0745,2024-12-20,14561
B002938,C0745,2024-06-04,15137
B002939,C0745,2025-05-25,6902
B002940,C0746,2025-12-15,5570
B002941,C0746,2025-11-20,12781
B002942,C0746,2024-09-18,13203
B002943,C0746,2024-02-03,18720
B002944,C0746,2024-03-21,15942
B002945,C0746,2025-07-28,11314
B002946,C0747,2024-07-31,17353
B002947,C0747,2025-01-13,9962
B002948,C0748,2024-11-18,14794
B002949,C0748,2025-11-21,15315
B002950,C0748,2024-01-31,5108
B002951,C0748,2025-10-01,19167
B002952,C0749,2025-10-01,11522
B002953,C0749,2025-08-01,14140
B002954,C0749,2025-03-01,767
B002955,C0750,2025-07-23,16081
B002956,C0750,2024-08-28,12297
B002957,C0750,2025-07-04,4315
B002958,C0750,2025-01-22,19894
B002959,C0751,2024-04-09,12967
B002960,C0751,2024-08-11,6924
B002961,C0752,2025-08-07,9481
B002962,C0752,2024-07-01,5213
B002963,C0753,2025-07-17,13386
B002964,C0753,2024-12-26,7135
B002965,C0753,2025-03-04,19636
B002966,C0753,2024-10-12,10466
B002967,C0753,2025-01-06,3461
B002968,C0754,2025-05-29,17551
B002969,C0754,2025-06-29,12850
B002970,C0754,2024-08-18,13237
B002971,C0754,2025-05-21,15201
B002972,C0755,2025-04-05,5143
B002973,C0755,2024-06-30,13108
B002974,C0755,2024-10-22,109
B002975,C0755,2025-06-29,10946
B002976,C0756,2025-11-02,5644
B002977,C0756,2025-11-30,3221
B002978,C0756,2025-01-27,19010
B002979,C0756,2025-10-30,13700
B002980,C0756,2025-03-04,13444
B002981,C0757,2025-10-13,951
B002982,C0757,2025-09-25,7346
B002983,C0757,2024-05-21,19978
B002984,C0758,2025-05-30,2638
B002985,C0758,2025-09-05,18696
B002986,C0758,2025-02-22,748
B002987,C0758,2024-11-28,19982
B002988,C0758,2024-09-12,5454
B002989,C0758,2025-08-05,15463
B002990,C0759,2025-01-14,744
B002991,C0759,2025-09-07,12757
B002992,C0760,2025-06-07,6325
B002993,C0760,2024-06-14,15000
B002994,C0760,2025-01-12,7841
B002995,C0760,2024-06-28,15472
B002996,C0760,2025-12-30,6546
B002997,C0760,2024-11-26,4346
B002998,C0761,2024-03-07,1012
B002999,C0761,2024-07-30,18926
B003000,C0761,2025-04-17,15046
B003001,C0761,2024-09-07,19767
B003002,C0762,2024-09-04,5795
B003003,C0762,2025-04-17,16391
B003004,C0762,2025-10-18,3642
B003005,C0762,2025-09-10,10854
B003006,C0762,2024-06-12,8023
B003007,C0763,2024-03-12,225
B003008,C0763,2024-02-03,13315
B003009,C0763,2025-06-16,15407
B003010,C0763,2025-01-29,2305
B003011,C0763,2025-03-03,8520
B003012,C0764,2024-05-03,19889
B003013,C0764,2025-10-24,17503
B003014,C0764,2024-01-25,14369
B003015,C0764,2025-05-07,1959
B003016,C0764,2024-10-26,13054
B003017,C0764,2024-02-10,11907
B003018,C0765,2025-06-07,14419
B003019,C0765,2025-03-14,4065
B003020,C0765,2024-04-16,4783
B003021,C0765,2024-09-25,18999
B003022,C0765,2024-04-24,5536
B003023,C0766,2025-02-26,11135
B003024,C0766,2024-05-25,7964
B003025,C0766,2025-05-09,6884
B003026,C0766,2024-09-27,3182
B003027,C0767,2025-10-19,2427
B003028,C0767,2025-04-14,16107
B003029,C0767,2024-09-07,8519
B003030,C0767,2024-12-16,9676
B003031,C0768,2024-12-04,14757
B003032,C0768,2025-12-17,8451
B003033,C0768,2025-08-04,9020
B003034,C0768,2025-08-31,1171
B003035,C0768,2024-05-23,4850
B003036,C0769,2024-10-22,850
B003037,C0769,2024-08-14,12152
B003038,C0769,2025-07-31,11885
B003039,C0769,2025-12-31,9542
B003040,C0769,2024-11-10,5187
B003041,C0769,2025-08-04,9985
B003042,C0770,2025-12-31,14413
B003043,C0770,2025-11-20,9662
B003044,C0770,2024-06-07,4212
B003045,C0770,2024-05-30,19904
B003046,C0770,2024-10-26,12590
B003047,C0771,2025-10-14,7468
B003048,C0771,2024-01-29,6935
B003049,C0771,2025-08-20,9927
B003050,C0771,2024-05-31,19144
B003051,C0772,2024-09-22,11932
B003052,C0772,2025-06-04,16935
B003053,C0773,2025-05-03,5583
B003054,C0773,2024-12-18,5107
B003055,C0773,2025-08-24,16419
B003056,C0773,2024-11-17,17148
B003057,C0773,2025-01-18,12385
B003058,C0774,2025-10-25,5541
B003059,C0774,2025-06-21,15795
B003060,C0774,2024-06-28,15859
B003061,C0774,2025-01-23,466
B003062,C0774,2025-11-15,2121
B003063,C0775,2024-08-18,10135
B003064,C0775,2024-07-30,7350
B003065,C0775,2024-06-02,9119
B003066,C0775,2025-09-15,3918
B003067,C0776,2024-12-31,16344
B003068,C0776,2025-04-15,18658
B003069,C0776,2025-10-15,399
B003070,C0777,2024-08-21,6636
B003071,C0777,2025-01-07,1076
B003072,C0777,2025-02-12,3238
B003073,C0777,2024-12-03,16627
B003074,C0777,2024-03-09,8895
B003075,C0777,2025-07-20,17522
B003076,C0778,2024-03-22,1834
B003077,C0778,2025-04-02,18569
B003078,C0778,2025-06-19,8125
B003079,C0778,2024-09-07,8390
B003080,C0778,2024-07-06,8031
B003081,C0778,2024-08-21,14944
B003082,C0779,2024-02-11,19960
B003083,C0779,2024-09-29,18087
B003084,C0779,2024-10-11,2993
B003085,C0780,2024-03-06,4343
B003086,C0780,2025-06-19,9920
B003087,C0780,2024-03-03,6806
B003088,C0781,2024-09-06,19191
B003089,C0781,2025-08-18,15639
B003090,C0781,2025-04-20,3220
B003091,C0782,2024-02-22,10448
B003092,C0782,2025-10-11,2393
B003093,C0782,2024-07-20,15672
B003094,C0782,2024-04-29,14480
B003095,C0782,2024-03-26,15598
B003096,C0782,2024-07-21,3272
B003097,C0783,2025-08-26,7044
B003098,C0783,2025-09-04,15965
B003099,C0783,2024-11-03,18655
B003100,C0783,2024-01-10,19061
B003101,C0783,2025-03-16,3654
B003102,C0783,2025-03-29,6383
B003103,C0784,2025-10-12,14950
B003104,C0784,2024-01-01,8249
B003105,C0784,2025-02-20,19705
B003106,C0784,2024-10-04,16141
B003107,C0784,2025-10-08,5784
B003108,C0784,2024-12-02,16622
B003109,C0785,2025-06-10,9298
B003110,C0785,2025-10-22,9818
B003111,C0785,2024-09-27,17438
B003112,C0785,2024-09-11,11178
