customer_id,customer_name,segment,region,industry,employee_size,acquisition_channel,subscription_type,customer_status,acquisition_date
C0895,Customer_895,SMB,South,Tech,938,Online,Yearly,Inactive,2021-03-23
C0896,Customer_896,Mid-Market,North,Tech,2171,Online,Monthly,Active,2020-05-24
C0897,Customer_897,Mid-Market,East,Tech,203,Partner,Monthly,Active,2025-03-25
C0898,Customer_898,Enterprise,West,Healthcare,1291,Direct Sales,Quarterly,Inactive,2023-03-22
C0899,Customer_899,Enterprise,West,Tech,3622,Partner,Yearly,Active,2023-01-11
C0900,Customer_900,Enterprise,North,Tech,3999,Online,Yearly,Inactive,2021-11-13
C0901,Customer_901,Mid-Market,East,Tech,502,Direct Sales,Yearly,Active,2022-01-18
C0902,Customer_902,Mid-Market,East,Retail,3815,Partner,Yearly,Active,2020-12-27
C0903,Customer_903,Mid-Market,North,Tech,1614,Partner,Yearly,Inactive,2025-01-09
C0904,Customer_904,Enterprise,East,Tech,745,Direct Sales,Quarterly,Active,2020-10-13
C0905,Customer_905,Enterprise,South,Retail,4907,Online,Quarterly,Inactive,2020-05-09
C0906,Customer_906,Mid-Market,East,Tech,4424,Partner,Monthly,Active,2021-11-25
C0907,Customer_907,Enterprise,East,Retail,3371,Online,Monthly,Inactive,2025-04-09
C0908,Customer_908,Mid-Market,South,Manufacturing,1958,Online,Monthly,Active,2022-09-28
C0909,Customer_909,Mid-Market,North,Tech,425,Online,Yearly,Active,2020-01-30
C0910,Customer_910,Enterprise,North,Healthcare,847,Partner,Yearly,Active,2024-09-06
C0911,Customer_911,Mid-Market,North,Retail,985,Partner,Yearly,Active,2020-05-09
C0912,Customer_912,Enterprise,West,Healthcare,3343,Partner,Monthly,Active,2021-10-20
C0913,Customer_913,Enterprise,North,Manufacturing,1470,Partner,Monthly,Active,2021-07-14
C0914,Customer_914,Enterprise,West,Finance,3080,Direct Sales,Monthly,Inactive,2021-05-13
C0915,Customer_915,Mid-Market,North,Finance,868,Direct Sales,Yearly,Inactive,2024-05-11
C0916,Customer_916,Enterprise,North,Tech,711,Online,Monthly,Active,2025-03-11
C0917,Customer_917,Enterprise,East,Tech,3949,Direct Sales,Monthly,Active,2020-10-20
C0918,Customer_918,Mid-Market,East,Manufacturing,3739,Partner,Monthly,Active,2023-06-04
C0919,Customer_919,Mid-Market,North,Manufacturing,1524,Direct Sales,Quarterly,Active,2023-07-08
C0920,Customer_920,SMB,East,Tech,87,Direct Sales,Monthly,Active,2020-08-28
C0921,Customer_921,Mid-Market,North,Manufacturing,3014,Direct Sales,Yearly,Active,2022-08-08
C0922,Customer_922,Mid-Market,South,Healthcare,484,Online,Monthly,Active,2023-11-04
C0923,Customer_923,SMB,West,Finance,1358,Direct Sales,Monthly,Active,2023-08-13
C0924,Customer_924,SMB,East,Finance,3610,Partner,Quarterly,Inactive,2020-03-29
C0925,Customer_925,Enterprise,North,Manufacturing,1490,Online,Monthly,Inactive,2022-11-20
C0926,Customer_926,Enterprise,North,Finance,3693,Direct Sales,Yearly,Inactive,2022-05-08
C0927,Customer_927,Enterprise,East,Finance,952,Partner,Monthly,Active,2021-04-30
C0928,Customer_928,Mid-Market,West,Finance,3126,Online,Monthly,Inactive,2023-04-13
C0929,Customer_929,SMB,North,Tech,1237,Online,Yearly,Inactive,2020-12-30
C0930,Customer_930,SMB,East,Finance,3799,Direct Sales,Monthly,Inactive,2025-06-20
C0931,Customer_931,SMB,South,Healthcare,1092,Online,Yearly,Active,2021-07-28
C0932,Customer_932,Enterprise,North,Tech,3806,Partner,Monthly,Inactive,2021-03-26
C0933,Customer_933,SMB,South,Manufacturing,1442,Direct Sales,Yearly,Active,2020-06-26
C0934,Customer_934,SMB,West,Finance,4896,Partner,Quarterly,Inactive,2020-01-30
C0935,Customer_935,Mid-Market,West,Finance,2080,Partner,Quarterly,Active,2024-12-31
C0936,Customer_936,Mid-Market,South,Manufacturing,91,Partner,Monthly,Active,2022-08-21
C0937,Customer_937,Mid-Market,North,Tech,4400,Partner,Quarterly,Active,2022-07-15
C0938,Customer_938,SMB,South,Retail,4625,Online,Yearly,Inactive,2025-04-29
C0939,Customer_939,Enterprise,South,Healthcare,2473,Online,Yearly,Active,2020-02-02
C0940,Customer_940,SMB,East,Finance,3812,Direct Sales,Yearly,Active,2025-06-22
C0941,Customer_941,SMB,West,Finance,3370,Online,Quarterly,Inactive,2023-12-12
C0942,Customer_942,Mid-Market,North,Retail,3202,Direct Sales,Quarterly,Active,2021-08-30
C0943,Customer_943,SMB,East,Manufacturing,4493,Direct Sales,Monthly,Active,2023-06-24
C0944,Customer_944,SMB,North,Manufacturing,3031,Online,Monthly,Inactive,2022-01-18
C0945,Customer_945,SMB,North,Healthcare,3051,Online,Yearly,Active,2023-02-22
C0946,Customer_946,Mid-Market,South,Finance,2793,Online,Yearly,Active,2023-08-22
C0947,Customer_947,SMB,South,Finance,2675,Partner,Quarterly,Inactive,2021-07-21
C0948,Customer_948,Enterprise,North,Healthcare,2878,Partner,Quarterly,Active,2022-08-20
C0949,Customer_949,Mid-Market,East,Tech,3065,Direct Sales,Yearly,Active,2021-01-20
C0950,Customer_950,SMB,North,Retail,3250,Online,Quarterly,Active,2020-08-11
C0951,Customer_951,Enterprise,East,Retail,1262,Partner,Monthly,Active,2022-12-02
C0952,Customer_952,Mid-Market,North,Healthcare,3462,Direct Sales,Yearly,Active,2022-08-28
C0953,Customer_953,SMB,West,Tech,225,Partner,Monthly,Active,2020-02-15
C0954,Customer_954,Enterprise,East,Tech,4790,Partner,Yearly,Inactive,2022-09-22
C0955,Customer_955,Mid-Market,West,Tech,2541,Direct Sales,Monthly,Inactive,2020-12-17
C0956,Customer_956,SMB,South,Tech,3096,Partner,Monthly,Active,2021-12-24
C0957,Customer_957,SMB,West,Finance,1367,Direct Sales,Yearly,Inactive,2021-01-08
C0958,Customer_958,Enterprise,South,Finance,1998,Online,Monthly,Inactive,2023-03-22
C0959,Customer_959,Enterprise,West,Healthcare,3078,Online,Monthly,Active,2023-09-25
C0960,Customer_960,SMB,East,Finance,3104,Partner,Yearly,Active,2022-12-28
C0961,Customer_961,SMB,North,Retail,3364,Partner,Monthly,Inactive,2025-03-15
C0962,Customer_962,SMB,South,Retail,4524,Direct Sales,Quarterly,Inactive,2022-08-28
C0963,Customer_963,SMB,South,Manufacturing,3671,Partner,Yearly,Active,2024-02-07
C0964,Customer_964,SMB,North,Finance,4563,Online,Quarterly,Active,2022-04-02
C0965,Customer_965,Mid-Market,South,Tech,2977,Online,Quarterly,Active,2023-05-30
C0966,Customer_966,Mid-Market,South,Manufacturing,4362,Online,Quarterly,Active,2020-02-16
C0967,Customer_967,Enterprise,West,Retail,4242,Partner,Monthly,Inactive,2021-10-12
C0968,Customer_968,Mid-Market,North,Healthcare,3306,Online,Yearly,Inactive,2022-01-27
C0969,Customer_969,SMB,East,Retail,2381,Partner,Quarterly,Inactive,2022-07-01
C0970,Customer_970,Mid-Market,North,Finance,3689,Direct Sales,Quarterly,Inactive,2021-08-14
C0971,Customer_971,Enterprise,West,Tech,1193,Direct Sales,Yearly,Active,2020-10-21
C0972,Customer_972,Enterprise,East,Tech,4353,Partner,Monthly,Inactive,2020-06-30
C0973,Customer_973,Enterprise,West,Healthcare,3445,Online,Yearly,Inactive,2023-12-25
C0974,Customer_974,Mid-Market,South,Finance,1573,Partner,Quarterly,Inactive,2020-03-27
C0975,Customer_975,SMB,East,Tech,4631,Direct Sales,Quarterly,Active,2020-02-24
C0976,Customer_976,Enterprise,South,Healthcare,2508,Direct Sales,Yearly,Inactive,2020-09-11
C0977,Customer_977,Mid-Market,East,Tech,1519,Partner,Yearly,Active,2020-02-28
C0978,Customer_978,Enterprise,East,Tech,596,Direct Sales,Yearly,Inactive,2023-04-05
C0979,Customer_979,SMB,West,Healthcare,3949,Direct Sales,Monthly,Inactive,2022-11-15
C0980,Customer_980,Mid-Market,North,Healthcare,1384,Direct Sales,Monthly,Active,2021-10-16
C0981,Customer_981,SMB,South,Healthcare,1387,Online,Quarterly,Inactive,2022-05-09
C0982,Customer_982,Mid-Market,East,Retail,2424,Partner,Yearly,Active,2022-11-18
C0983,Customer_983,Enterprise,South,Retail,4955,Online,Yearly,Inactive,2024-11-21
C0984,Customer_984,SMB,East,Healthcare,3019,Online,Yearly,Inactive,2024-08-13
C0985,Customer_985,Enterprise,North,Finance,4294,Partner,Quarterly,Inactive,2022-04-23
C0986,Customer_986,SMB,South,Retail,1834,Online,Yearly,Active,2024-08-30
C0987,Customer_987,Enterprise,North,Tech,3822,Online,Monthly,Active,2025-03-06
C0988,Customer_988,Enterprise,West,Healthcare,2602,Direct Sales,Quarterly,Active,2024-07-31
C0989,Customer_989,SMB,East,Finance,2545,Online,Yearly,Active,2021-03-31
C0990,Customer_990,Enterprise,South,Finance,2568,Online,Monthly,Active,2020-06-09
C0991,Customer_991,SMB,North,Retail,204,Partner,Quarterly,Active,2021-02-06
C0992,Customer_992,Enterprise,North,Manufacturing,4909,Online,Quarterly,Active,2025-02-03
C0993,Customer_993,SMB,North,Retail,2521,Direct Sales,Monthly,Active,2024-05-21
C0994,Customer_994,Enterprise,South,Manufacturing,1688,Online,Yearly,Inactive,2020-02-29
C0995,Customer_995,Enterprise,South,Healthcare,4799,Partner,Quarterly,Active,2024-10-17
C0996,Customer_996,Mid-Market,South,Manufacturing,4721,Online,Monthly,Active,2022-12-19
C0997,Customer_997,Enterprise,South,Healthcare,1457,Direct Sales,Monthly,Active,2025-03-07
C0998,Customer_998,Enterprise,West,Healthcare,4878,Online,Quarterly,Active,2021-01-05
C0999,Customer_999,SMB,West,Tech,1805,Direct Sales,Monthly,Inactive,2020-08-19
C1000,Customer_1000,SMB,North,Tech,953,Direct Sales,Monthly,Inactive,2024-04-10
